Year,Trial_Count,Avg_Duration_Months,Avg_Enrollment,Enrollment_Success_Rate,Endpoint_Success_Rate,Overall_Success_Rate
2021-11-02,1,13.0,36.0,0.0,100.0,0.0
2021-11-04,3,36.0,291.0,100.0,100.0,100.0
2021-11-05,3,44.7,235.0,100.0,100.0,100.0
2021-11-06,2,44.5,250.0,100.0,50.0,50.0
2021-11-07,2,24.5,259.0,100.0,0.0,0.0
2021-11-09,1,18.0,28.0,100.0,100.0,100.0
2021-11-12,1,33.0,351.0,100.0,100.0,100.0
2021-11-15,1,30.0,141.0,100.0,100.0,100.0
2021-11-16,1,21.0,22.0,100.0,100.0,100.0
2021-11-18,1,56.0,452.0,100.0,0.0,0.0
2021-11-25,1,57.0,303.0,0.0,0.0,0.0
2021-11-26,1,19.0,84.0,100.0,100.0,100.0
2021-12-01,1,7.0,36.0,0.0,100.0,0.0
2021-12-02,1,19.0,94.0,100.0,0.0,0.0
2021-12-05,1,20.0,23.0,0.0,0.0,0.0
2021-12-07,1,32.0,85.0,0.0,100.0,0.0
2021-12-08,1,10.0,108.0,100.0,0.0,0.0
2021-12-10,1,38.0,172.0,100.0,100.0,100.0
2021-12-11,2,27.0,151.0,100.0,50.0,50.0
2021-12-12,1,15.0,31.0,100.0,100.0,100.0
2021-12-15,1,29.0,67.0,100.0,0.0,0.0
2021-12-16,2,32.0,104.5,100.0,50.0,50.0
2021-12-20,1,52.0,217.0,100.0,100.0,100.0
2021-12-21,2,38.5,143.5,0.0,50.0,0.0
2021-12-25,2,38.0,207.5,100.0,0.0,0.0
2021-12-26,1,37.0,302.0,100.0,100.0,100.0
2021-12-27,1,67.0,177.0,100.0,0.0,0.0
2021-12-28,1,39.0,202.0,0.0,100.0,0.0
2022-01-04,1,32.0,130.0,100.0,100.0,100.0
2022-01-06,2,19.0,23.0,50.0,100.0,50.0
2022-01-11,2,30.0,77.5,0.0,100.0,0.0
2022-01-13,1,39.0,333.0,100.0,100.0,100.0
2022-01-14,1,48.0,380.0,100.0,0.0,0.0
2022-01-15,1,26.0,126.0,100.0,100.0,100.0
2022-01-19,2,26.0,113.5,50.0,50.0,50.0
2022-01-20,1,41.0,431.0,100.0,0.0,0.0
2022-01-21,1,27.0,90.0,100.0,0.0,0.0
2022-01-22,2,29.0,264.5,100.0,0.0,0.0
2022-01-24,1,14.0,83.0,100.0,100.0,100.0
2022-01-25,1,29.0,151.0,100.0,0.0,0.0
2022-01-26,1,66.0,315.0,100.0,0.0,0.0
2022-02-02,1,52.0,416.0,100.0,0.0,0.0
2022-02-03,1,53.0,386.0,100.0,100.0,100.0
2022-02-04,1,18.0,32.0,100.0,100.0,100.0
2022-02-05,1,20.0,58.0,100.0,0.0,0.0
2022-02-06,1,25.0,110.0,0.0,100.0,0.0
2022-02-07,2,22.5,273.0,100.0,100.0,100.0
2022-02-10,1,22.0,15.0,0.0,0.0,0.0
2022-02-11,1,28.0,335.0,0.0,0.0,0.0
2022-02-12,1,46.0,151.0,0.0,100.0,0.0
2022-02-13,1,31.0,89.0,0.0,0.0,0.0
2022-02-15,1,15.0,35.0,100.0,100.0,100.0
2022-02-16,1,24.0,116.0,100.0,0.0,0.0
2022-02-17,1,43.0,107.0,0.0,100.0,0.0
2022-02-20,1,36.0,204.0,100.0,100.0,100.0
2022-02-23,1,50.0,219.0,100.0,0.0,0.0
2022-02-25,1,29.0,113.0,100.0,0.0,0.0
2022-02-26,1,28.0,104.0,0.0,0.0,0.0
2022-02-27,1,50.0,367.0,100.0,100.0,100.0
2022-03-01,2,16.5,125.0,100.0,100.0,100.0
2022-03-02,1,36.0,421.0,100.0,0.0,0.0
2022-03-06,1,27.0,137.0,100.0,0.0,0.0
2022-03-10,1,43.0,304.0,0.0,0.0,0.0
2022-03-11,4,33.8,254.0,80.0,80.0,50.0
2022-03-16,1,20.0,21.0,100.0,100.0,100.0
2022-03-18,1,24.0,115.0,0.0,100.0,0.0
2022-03-19,1,15.0,32.0,100.0,0.0,0.0
2022-03-20,1,20.0,23.0,100.0,100.0,100.0
2022-03-22,1,43.0,536.0,100.0,0.0,0.0
2022-03-23,2,21.5,42.0,100.0,100.0,100.0
2022-03-25,1,23.0,105.0,0.0,0.0,0.0
2022-03-26,1,18.0,30.0,100.0,100.0,100.0
2022-03-27,1,47.0,237.0,0.0,100.0,0.0
2022-04-03,1,19.0,38.0,100.0,0.0,0.0
2022-04-06,1,10.0,39.0,0.0,100.0,0.0
2022-04-07,1,51.0,224.0,0.0,0.0,0.0
2022-04-09,2,19.0,59.5,0.0,100.0,0.0
2022-04-10,1,30.0,136.0,100.0,100.0,100.0
2022-04-11,1,16.0,44.0,100.0,100.0,100.0
2022-04-13,1,37.0,96.0,100.0,0.0,0.0
2022-04-14,2,44.0,388.5,100.0,100.0,100.0
2022-04-17,1,20.0,37.0,0.0,100.0,0.0
2022-04-18,1,30.0,126.0,100.0,0.0,0.0
2022-04-19,1,18.0,36.0,100.0,0.0,0.0
2022-04-21,1,7.0,17.0,0.0,0.0,0.0
2022-04-24,1,17.0,125.0,100.0,100.0,100.0
2022-04-26,1,33.0,116.0,100.0,100.0,100.0
2022-05-02,1,36.0,188.0,100.0,100.0,100.0
2022-05-04,1,32.0,148.0,100.0,0.0,0.0
2022-05-05,1,14.0,19.0,0.0,100.0,0.0
2022-05-09,1,62.0,391.0,100.0,0.0,0.0
2022-05-11,1,36.0,133.0,100.0,0.0,0.0
2022-05-15,1,24.0,19.0,0.0,100.0,0.0
2022-05-18,1,30.0,133.0,100.0,0.0,0.0
2022-05-19,1,16.0,99.0,100.0,0.0,0.0
2022-05-20,3,35.0,156.7,100.0,70.0,70.0
2022-05-21,1,7.0,157.0,100.0,0.0,0.0
2022-05-23,1,39.0,170.0,0.0,0.0,0.0
2022-05-25,1,53.0,570.0,100.0,100.0,100.0
2022-05-26,2,9.5,116.0,100.0,100.0,100.0
2022-05-27,1,19.0,98.0,100.0,0.0,0.0
2022-06-04,1,16.0,14.0,100.0,100.0,100.0
2022-06-09,1,20.0,52.0,100.0,100.0,100.0
2022-06-13,1,36.0,367.0,100.0,100.0,100.0
2022-06-14,2,35.0,109.0,50.0,100.0,50.0
2022-06-16,1,23.0,78.0,100.0,100.0,100.0
2022-06-19,1,45.0,279.0,0.0,100.0,0.0
2022-06-22,1,18.0,93.0,0.0,0.0,0.0
2022-06-25,1,24.0,72.0,100.0,0.0,0.0
2022-06-27,1,61.0,502.0,100.0,100.0,100.0
2022-06-28,2,44.0,230.0,100.0,50.0,50.0
2022-07-06,2,21.0,73.0,50.0,50.0,50.0
2022-07-08,1,16.0,143.0,100.0,0.0,0.0
2022-07-09,2,17.0,27.0,100.0,100.0,100.0
2022-07-12,2,31.0,117.0,50.0,0.0,0.0
2022-07-14,1,13.0,29.0,100.0,100.0,100.0
2022-07-15,1,66.0,566.0,100.0,0.0,0.0
2022-07-17,1,28.0,110.0,100.0,100.0,100.0
2022-07-19,2,17.0,43.5,50.0,50.0,50.0
2022-07-20,2,21.0,27.0,50.0,100.0,50.0
2022-07-23,1,14.0,23.0,100.0,100.0,100.0
2022-07-26,1,46.0,354.0,100.0,100.0,100.0
2022-07-28,1,34.0,124.0,100.0,100.0,100.0
2022-08-01,1,19.0,41.0,100.0,100.0,100.0
2022-08-03,1,22.0,106.0,100.0,0.0,0.0
2022-08-04,1,47.0,181.0,0.0,100.0,0.0
2022-08-06,1,41.0,117.0,0.0,0.0,0.0
2022-08-07,1,23.0,75.0,100.0,0.0,0.0
2022-08-08,1,16.0,22.0,0.0,100.0,0.0
2022-08-11,1,21.0,24.0,0.0,0.0,0.0
2022-08-15,1,23.0,93.0,0.0,100.0,0.0
2022-08-21,1,25.0,120.0,100.0,100.0,100.0
2022-09-01,1,37.0,79.0,100.0,0.0,0.0
2022-09-07,1,21.0,73.0,100.0,0.0,0.0
2022-09-10,1,28.0,89.0,100.0,100.0,100.0
2022-09-16,1,16.0,15.0,0.0,0.0,0.0
2022-09-18,1,17.0,15.0,100.0,100.0,100.0
2022-09-19,1,48.0,449.0,100.0,0.0,0.0
2022-09-20,1,8.0,29.0,100.0,100.0,100.0
2022-09-21,1,32.0,88.0,100.0,100.0,100.0
2022-09-23,2,31.5,39.0,100.0,100.0,100.0
2022-09-27,1,21.0,28.0,100.0,0.0,0.0
2022-10-01,1,32.0,99.0,100.0,0.0,0.0
2022-10-02,2,23.5,118.5,50.0,50.0,0.0
2022-10-10,1,58.0,106.0,100.0,100.0,100.0
2022-10-13,1,57.0,377.0,100.0,0.0,0.0
2022-10-14,1,28.0,96.0,0.0,100.0,0.0
2022-10-16,1,16.0,75.0,0.0,100.0,0.0
2022-10-19,1,10.0,12.0,0.0,0.0,0.0
2022-10-22,2,34.5,252.5,100.0,0.0,0.0
2022-10-26,2,30.5,194.5,100.0,50.0,50.0
2022-11-02,2,24.5,57.5,100.0,100.0,100.0
2022-11-03,2,26.5,46.5,100.0,50.0,50.0
2022-11-04,2,27.0,68.5,50.0,0.0,0.0
2022-11-05,1,29.0,114.0,100.0,0.0,0.0
2022-11-07,2,55.0,339.0,50.0,100.0,50.0
2022-11-08,2,21.5,23.5,100.0,50.0,50.0
2022-11-12,1,18.0,32.0,100.0,0.0,0.0
2022-11-14,1,29.0,375.0,100.0,100.0,100.0
2022-11-22,1,29.0,90.0,0.0,100.0,0.0
2022-11-23,1,58.0,403.0,100.0,100.0,100.0
2022-11-24,1,15.0,101.0,100.0,100.0,100.0
2022-11-26,1,21.0,38.0,100.0,100.0,100.0
2022-11-27,1,23.0,80.0,0.0,0.0,0.0
2022-12-07,1,46.0,196.0,100.0,100.0,100.0
2022-12-08,1,50.0,489.0,100.0,100.0,100.0
2022-12-12,1,20.0,24.0,100.0,100.0,100.0
2022-12-14,1,17.0,30.0,100.0,100.0,100.0
2022-12-17,3,33.0,193.7,70.0,70.0,30.0
2022-12-18,1,25.0,50.0,0.0,100.0,0.0
2022-12-22,2,31.0,213.5,100.0,100.0,100.0
2022-12-23,2,17.5,87.0,50.0,100.0,50.0
2022-12-24,1,30.0,50.0,0.0,0.0,0.0
2022-12-28,1,42.0,359.0,0.0,100.0,0.0
2023-01-01,1,24.0,47.0,0.0,100.0,0.0
2023-01-02,2,16.0,47.0,50.0,100.0,50.0
2023-01-03,1,23.0,208.0,100.0,100.0,100.0
2023-01-04,1,50.0,158.0,100.0,100.0,100.0
2023-01-06,1,52.0,142.0,100.0,100.0,100.0
2023-01-10,1,46.0,160.0,0.0,0.0,0.0
2023-01-11,1,14.0,47.0,100.0,100.0,100.0
2023-01-13,1,46.0,397.0,100.0,0.0,0.0
2023-01-16,1,32.0,97.0,100.0,100.0,100.0
2023-01-17,1,21.0,51.0,100.0,100.0,100.0
2023-01-19,1,39.0,435.0,0.0,0.0,0.0
2023-01-22,1,20.0,245.0,0.0,100.0,0.0
2023-01-23,1,47.0,388.0,100.0,0.0,0.0
2023-01-25,2,7.0,36.0,50.0,100.0,50.0
2023-02-03,1,31.0,60.0,100.0,100.0,100.0
2023-02-05,1,41.0,94.0,100.0,0.0,0.0
2023-02-06,1,33.0,119.0,100.0,0.0,0.0
2023-02-08,1,46.0,227.0,100.0,100.0,100.0
2023-02-09,1,15.0,33.0,100.0,100.0,100.0
2023-02-10,2,39.0,164.0,100.0,50.0,50.0
2023-02-13,1,55.0,385.0,100.0,0.0,0.0
2023-02-16,1,9.0,42.0,100.0,100.0,100.0
2023-02-18,1,36.0,418.0,100.0,0.0,0.0
2023-02-27,1,18.0,22.0,100.0,0.0,0.0
2023-02-28,2,31.0,246.0,50.0,100.0,50.0
2023-03-05,1,33.0,280.0,0.0,100.0,0.0
2023-03-07,1,14.0,10.0,0.0,100.0,0.0
2023-03-09,1,37.0,54.0,100.0,0.0,0.0
2023-03-11,1,9.0,27.0,100.0,100.0,100.0
2023-03-12,2,49.0,290.0,100.0,100.0,100.0
2023-03-15,1,52.0,515.0,100.0,0.0,0.0
2023-03-16,3,24.0,69.0,70.0,70.0,30.0
2023-03-19,1,29.0,89.0,0.0,100.0,0.0
2023-03-24,1,42.0,392.0,100.0,100.0,100.0
2023-03-25,1,13.0,24.0,100.0,0.0,0.0
2023-03-26,1,50.0,482.0,100.0,0.0,0.0
2023-04-01,2,39.5,270.0,100.0,50.0,50.0
2023-04-02,1,35.0,39.0,100.0,100.0,100.0
2023-04-03,1,38.0,315.0,100.0,0.0,0.0
2023-04-06,1,26.0,106.0,100.0,100.0,100.0
2023-04-09,2,32.0,120.5,100.0,50.0,50.0
2023-04-10,1,57.0,328.0,0.0,0.0,0.0
2023-04-15,1,27.0,76.0,100.0,100.0,100.0
2023-04-16,1,62.0,394.0,100.0,100.0,100.0
2023-04-19,1,18.0,60.0,0.0,100.0,0.0
2023-04-20,2,20.5,17.5,100.0,100.0,100.0
2023-04-22,1,28.0,30.0,0.0,100.0,0.0
2023-04-25,1,34.0,80.0,100.0,100.0,100.0
2023-04-28,1,33.0,126.0,100.0,0.0,0.0
2023-05-03,1,32.0,88.0,100.0,100.0,100.0
2023-05-05,2,31.5,64.0,50.0,0.0,0.0
2023-05-07,2,42.0,149.0,100.0,100.0,100.0
2023-05-08,1,28.0,186.0,100.0,0.0,0.0
2023-05-13,1,30.0,90.0,100.0,0.0,0.0
2023-05-17,1,42.0,190.0,100.0,0.0,0.0
2023-05-18,1,54.0,496.0,100.0,100.0,100.0
2023-05-23,1,45.0,468.0,100.0,0.0,0.0
2023-05-24,1,16.0,36.0,0.0,0.0,0.0
2023-06-01,2,37.5,228.5,100.0,0.0,0.0
2023-06-02,1,56.0,199.0,100.0,0.0,0.0
2023-06-06,1,7.0,22.0,0.0,0.0,0.0
2023-06-12,1,23.0,22.0,100.0,100.0,100.0
2023-06-13,2,27.5,43.0,50.0,100.0,50.0
2023-06-14,1,16.0,22.0,100.0,100.0,100.0
2023-06-17,2,37.5,231.0,100.0,100.0,100.0
2023-06-18,1,26.0,141.0,100.0,0.0,0.0
2023-06-19,1,47.0,217.0,100.0,100.0,100.0
2023-06-25,1,33.0,103.0,0.0,100.0,0.0
2023-06-26,2,24.0,203.5,100.0,50.0,50.0
2023-06-27,1,37.0,156.0,100.0,100.0,100.0
2023-06-28,1,39.0,369.0,100.0,100.0,100.0
2023-07-11,1,12.0,30.0,100.0,100.0,100.0
2023-07-14,1,41.0,36.0,100.0,0.0,0.0
2023-07-15,1,22.0,93.0,0.0,100.0,0.0
2023-07-16,1,22.0,63.0,100.0,0.0,0.0
2023-07-17,1,13.0,139.0,100.0,100.0,100.0
2023-07-18,1,11.0,13.0,0.0,100.0,0.0
2023-07-23,1,15.0,33.0,100.0,100.0,100.0
2023-07-25,1,19.0,26.0,0.0,0.0,0.0
2023-07-27,1,15.0,116.0,100.0,100.0,100.0
2023-08-01,1,18.0,50.0,100.0,100.0,100.0
2023-08-03,2,29.0,114.5,100.0,50.0,50.0
2023-08-04,1,16.0,38.0,100.0,100.0,100.0
2023-08-07,1,31.0,112.0,0.0,100.0,0.0
2023-08-09,2,29.0,219.0,50.0,100.0,50.0
2023-08-10,1,17.0,14.0,0.0,100.0,0.0
2023-08-16,1,33.0,103.0,100.0,0.0,0.0
2023-08-22,1,48.0,425.0,100.0,100.0,100.0
2023-08-24,1,51.0,322.0,100.0,0.0,0.0
2023-08-28,1,33.0,75.0,100.0,100.0,100.0
2023-09-02,1,23.0,34.0,0.0,0.0,0.0
2023-09-05,2,24.0,99.5,0.0,100.0,0.0
2023-09-08,2,23.5,68.0,0.0,100.0,0.0
2023-09-09,2,26.0,109.5,0.0,100.0,0.0
2023-09-13,1,31.0,78.0,0.0,0.0,0.0
2023-09-15,2,50.0,168.0,100.0,50.0,50.0
2023-09-18,1,18.0,34.0,100.0,100.0,100.0
2023-09-19,1,24.0,79.0,100.0,100.0,100.0
2023-09-21,1,17.0,40.0,100.0,100.0,100.0
2023-09-25,1,41.0,274.0,0.0,100.0,0.0
2023-09-26,2,44.0,295.0,100.0,50.0,50.0
2023-10-04,1,35.0,105.0,100.0,100.0,100.0
2023-10-09,1,40.0,430.0,100.0,100.0,100.0
2023-10-11,1,64.0,235.0,100.0,0.0,0.0
2023-10-13,2,40.5,191.5,50.0,50.0,50.0
2023-10-14,1,24.0,33.0,100.0,0.0,0.0
2023-10-16,2,17.0,25.0,50.0,100.0,50.0
2023-10-20,1,55.0,213.0,100.0,100.0,100.0
2023-10-26,1,43.0,400.0,0.0,0.0,0.0
2023-10-28,1,31.0,103.0,100.0,100.0,100.0
2023-11-01,1,22.0,98.0,100.0,100.0,100.0
2023-11-03,3,25.0,63.7,70.0,0.0,0.0
2023-11-06,2,41.0,105.0,50.0,50.0,0.0
2023-11-14,1,14.0,32.0,100.0,100.0,100.0
2023-11-17,1,23.0,111.0,100.0,100.0,100.0
2023-11-18,1,20.0,120.0,0.0,100.0,0.0
2023-11-19,1,16.0,39.0,100.0,100.0,100.0
2023-11-21,1,26.0,133.0,100.0,100.0,100.0
2023-11-23,1,27.0,107.0,100.0,100.0,100.0
2023-11-26,1,31.0,57.0,100.0,100.0,100.0
2023-12-02,2,41.0,184.5,50.0,0.0,0.0
2023-12-07,1,28.0,63.0,0.0,100.0,0.0
2023-12-12,2,27.5,100.5,50.0,50.0,50.0
2023-12-13,1,43.0,134.0,100.0,100.0,100.0
2023-12-15,1,20.0,91.0,100.0,100.0,100.0
2023-12-17,1,6.0,83.0,100.0,0.0,0.0
2023-12-18,1,25.0,100.0,100.0,0.0,0.0
2023-12-20,3,30.0,107.3,100.0,30.0,30.0
2023-12-21,1,19.0,128.0,100.0,100.0,100.0
2023-12-22,1,20.0,35.0,0.0,0.0,0.0
2023-12-26,1,18.0,30.0,100.0,100.0,100.0
